,pts_ppr,rank_ppr,pos_rank_ppr,full_name
,0,4139,551,Ron'Dell Carter
,0,4091,319,Azur Kamara
,0,4184,325,Garrett Marino
,0,4607,12,Douglas Coleman
,0,5265,64,Luke Sellers
,0,2102,232,Bobby Price
,0,524,4,Jeremiah Dinson
,0,5058,229,Jalen Morton
,0,3651,47,Jordan Jones
,0,380,31,Willington Previlon
,0,4534,605,Krys Barnes
,0,4902,507,Marc-Antoine Dequoy
,0,3837,414,Will Sunderland
,0,3774,394,Henry Black
,0,4220,350,Dylan Stapleton
,0,5118,897,Tyler Simmons
,0,2638,195,Auzoyah Alufohai
,0,3992,526,Jamir Jones
,0,867,109,Jan Johnson
,0,4107,719,DeMichael Harris
,0,816,72,Kameron Cline
,0,3524,270,Kendall Coleman
,0,2512,185,Chris Williams
,0,3265,345,Travis Reed
,0,4206,557,Donald Rutledge
,0,3909,678,Marvelle Ross
,0,2136,378,Josh Hammond
,0,1503,114,Ben Ellefson
,0,3896,297,Doug Costin
,0,1248,158,Nate Evans
,0,2655,275,Kobe Williams
,0,5057,522,Luq Barcoo
,0,1211,129,Amari Henderson
,0,1998,3,Brandon Wright
,0,2062,367,Justice Shelton-Mosley
,0,4822,357,Tershawn Wharton
,0,2952,388,Omari Cobb
,0,305,36,Bryan Wright
,0,4257,440,Rodney Clemons
,0,181,23,Jalen Julius
,0,4782,499,Hakeem Bailey
,0,2770,247,Nick Bowers
,0,734,131,Siaosi Mariner
,0,1938,126,Mike Panasiuk
,0,5339,709,Javin White
,0,659,63,Madre Harper
,0,1361,32,Dominik Eberle
,0,2576,37,Bobby Holly
,0,3826,335,Darius Bradwell
,0,4145,345,Jared Rice
,0,817,12,Gabe Nabers
,0,928,167,Jeff Cotton
,0,2486,425,Dalton Schoen
,0,4097,544,Jessie Lemonier
,0,5319,399,Joe Gaziano
,0,4929,40,Breiden Fehoko
,0,2505,183,T.J. Smith
,0,3403,446,Asmar Bilal
,0,3184,415,Cole Christiansen
,0,3278,429,Romeo Finley
,0,164,19,John Brannon
,0,416,51,Kevin McGill
,0,4681,488,Donte Vaughn
,0,255,54,Earnest Edwards
,0,2484,103,Bryce Perkins
,0,3322,283,James Gilbert
,0,899,162,Easop Winston
,0,3868,667,J.J. Koski
,0,334,69,Brandon Polk
,0,726,63,Eric Banks
,0,130,13,Michael Hoecht
,0,2406,176,Sam Renner
,0,737,64,Jonah Williams
,0,4506,84,Greg Reaves
,0,2959,390,Christian Rozeboom
,0,693,76,JuJu Hughes
,0,959,99,Dayan Lake
,0,4868,502,Tyrique McGhee
,0,4174,446,Levonta Taylor
,0,833,149,Kirk Merritt
,0,3899,675,Matt Cole
,0,4074,343,Bryce Sterk
,0,3712,285,Tyshun Render
,0,2454,418,Dan Chisena
,0,3851,50,Jake Bargas
,0,4329,360,Nakia Griffin-Stewart
,0,2392,174,David Moa
,0,781,97,Jordan Fehr
,0,3227,422,Blake Lynch
,0,1122,117,Nevelle Clarke
,0,2969,322,Myles Dorn
,0,1284,232,Will Hastings
,0,374,77,Sean Riley
,0,3514,271,Bill Murray
,0,2602,443,JoJo Ward
,0,5121,383,Gus Cumberlander
,0,2806,286,Tino Ellis
,0,957,98,Keith Washington
,0,4725,210,Case Cookus
,0,3695,316,Kyle Markway
,0,3371,293,Rysen John
,0,5206,392,Niko Lalos
,0,2452,328,Dominique Ross
,0,468,41,Dana Levine
,0,4314,448,Jaquarius Landrews
,0,4793,495,Christian Angulo
,0,5254,544,Malcolm Elmore
,0,3095,530,George Campbell
,0,407,35,Sterling Johnson
,0,718,13,Domenique Davis
,0,3844,298,Bryce Huff
,0,5208,535,Javelin Guidry
,0,385,80,Jermiah Braswell
,0,1496,267,Rashad Medaris
,0,1885,339,Devin Phelps
,0,5096,436,Parker Houston
,0,846,106,Reggie Walker
,0,5263,544,Bejour Wilson
,0,1410,251,Manasseh Bailey
,0,172,33,Khalil Tate
,0,498,38,Noah Togiai
,0,2527,256,Michael Jacquet
,0,2489,276,Elijah Riley
,0,5045,888,Isaiah Wright
,0,998,102,Prince Smith
,0,3026,230,David Bada
,0,2049,152,Matt Leo
,0,4887,421,Sandro Platzgummer
,0,2618,449,Johnathon Johnson
,0,1978,274,John Houston
,0,488,57,Leo Lewis
,0,1860,251,James Lockhart
,0,3936,164,Broc Rutter
,0,3539,373,James Pierre
,0,1755,25,Josh Hokit
,0,4472,595,Jonas Griffith
,0,1534,6,Ronnell Perkins
,0,2695,277,DeMarkus Acy
,0,126,17,Anthony Jones
,0,4256,372,Patrick Carr
,0,3619,617,Seth Dawkins
,0,4702,401,Tyler Mabry
,0,160,15,Marcus Webb
,0,568,43,Josh Avery
,0,4972,375,Eli Mencer
,0,2601,283,Chris Miller
,0,1686,177,Gavin Heslop
,0,27,1,Kemah Siverand
,0,4027,352,Cameron Scarlett
,0,3157,543,Mason Kinsey
,0,3375,575,Kyle Williams
,0,3897,674,Kristian Wilkerson
,0,3533,304,Tommy Hudson
,0,3196,241,Teair Tart
,0,3088,234,Kobe Smith
,0,2943,387,Khaylan Kearse-Thomas
,0,4232,89,Tucker McCann
,0,1524,203,Cale Garrett
,0,1207,128,Parnell Motley
,0,1092,21,Nasir Player
,0,4724,634,Cam Gill
,0,1007,181,Josh Pearson
,0,3507,376,Javon Hagan
,0,2507,427,Travis Jonsen
,0,825,148,John Hurst
,0,2093,146,Benning Potoa'e
,0,4039,704,Michael Dereus
,0,4709,838,Isaiah Zuber
,0,830,105,Rashod Berry
,0,4516,383,Jake Burt
,0,4996,376,Austrian Robinson
,0,2681,458,Stephen Guidry
,0,3576,277,Trey Dishon
,0,288,30,Connor Slomka
,0,3685,155,Nick Tiano
,0,3015,259,Nathan Cottrell
,0,4090,542,David Reese
,0,1627,102,Lee Autry
,0,2189,297,Keandre Jones
,0,229,27,Napoleon Maxwell
,0,58,3,Trevon McSwain
,0,213,19,Tyler Clark
,0,858,88,Luther Kirk
,0,644,54,Chase Harrell
,0,1131,94,Oluwole Betiku
,0,4371,367,Farrod Green
,0,4258,567,Brandon Wellington
,0,2241,305,Daniel Bituli
,0,938,119,Frankie Griffin
,0,1957,273,Delontae Scott
,0,2962,391,Kylan Johnson
,0,1722,233,Bryan London
,0,2511,184,Cedrick Lattimore
,0,1292,21,Josh Norwood
,0,2760,365,Kyahva Tezino
,0,457,39,Courtney Wallace
,0,4601,815,Nick Westbrook-Ikhine
,0,4885,418,Paul Quessenberry
,0,4715,347,Michael Barnett
,0,289,21,Dominique Dafney
,0,2635,235,Connor Davis
,0,612,72,De'Jon Harris
,0,2736,296,Manny Patterson
,0,2418,324,Michael Pinckney
,0,4733,97,Sergio Castillo
,0,1446,34,Taylor Russolino
,0,5140,386,Aaron Patrick
,0,3046,327,Innis Gaines
,0,3902,677,Chris Blair
,0,2055,171,Hunter Thedford
,0,3312,141,Trevor Lawrence
,0,2897,491,DeVonta Smith
,0,4879,857,Jaylen Waddle
,0,441,12,Mac Jones
,0,936,88,Najee Harris
,0,2564,221,Gary Brightwell
,0,3708,635,Frank Darby
,0,2617,232,Feleipe Franks
,0,885,82,Rakeem Boyd
,0,4517,799,Anthony Schwartz
,0,4981,879,Seth Williams
,0,3726,318,Hunter Long
,0,3355,290,Quintin Morris
,0,1254,114,Jaret Patterson
,0,4728,211,Zach Wilson
,0,4278,374,Gerrid Doaks
,0,2882,489,Amari Rodgers
,0,2596,441,Cornell Powell
,0,2052,177,Travis Etienne
,0,133,27,Marlon Williams
,0,807,144,Tre Nixon
,0,2295,396,Amon-Ra St. Brown
,0,2857,485,Tyler Vaughns
,0,287,29,CJ Marable
,0,2079,371,Warren Jackson
,0,2067,180,Deon Jackson
,0,5025,887,Blake Proehl
,0,5253,451,Kyle Pitts
,0,1786,143,Tre' McKitty
,0,5162,240,Jamie Newman
,0,3133,539,Marquez Stevenson
,0,1551,280,Whop Philyor
,0,951,172,Ihmir Smith-Marsette
,0,144,21,Pooka Williams
,0,4727,405,Elijah Mitchell
,0,3797,652,Tutu Atwell
,0,2636,229,Javian Hawkins
,0,4406,775,Ja'Marr Chase
,0,2363,408,Terrace Marshall
,0,2054,178,Kenneth Gainwell
,0,2659,238,Brevin Jordan
,0,4017,701,Nico Collins
,0,1822,327,Rashod Bateman
,0,2038,175,Kylin Hill
,0,3023,512,Damon Hazelton
,0,316,32,Larry Rountree
,0,1156,89,Sage Surratt
,0,2858,486,Myron Mitchell
,0,1223,220,Austin Watkins
,0,1216,219,Khalil McClain
,0,1528,59,Kellen Mond
,0,1203,214,Jhamon Ausbon
,0,4680,208,Sam Ehlinger
,0,3314,565,Brennan Eagles
,0,5158,239,Davis Mills
,0,3074,527,Dazz Newsome
,0,4389,771,Dyami Brown
,0,114,16,Javonte Williams
,0,1691,67,Ian Book
,0,3460,145,Justin Fields
,0,5137,446,Trey Sermon
,0,1030,96,Chuba Hubbard
,0,1454,260,Tylan Wallace
,0,3918,681,Elijah Moore
,0,2141,182,Kenny Yeboah
,0,4126,360,Jermar Jefferson
,0,1599,123,Pat Freiermuth
,0,4773,843,Rondale Moore
,0,1195,95,Kylen Granson
,0,1845,333,Shi Smith
,0,4031,170,Kyle Trask
,0,4949,874,Kadarius Toney
,0,4142,362,Michael Carter
,0,4905,422,Khalil Herbert
,0,4416,386,Demetric Felton
,0,2679,108,Trey Lance
,0,1646,146,Rhamondre Stevenson
,0,2574,435,Dee Eskridge
,0,1154,206,Jonathan Adams
,0,5134,445,Darius Clark
,0,3341,567,Kai Locksley
,0,406,5,Matt Ammendola
,0,1299,235,Micah Simon
,0,5163,900,Mathew Sexton
,0,2437,326,Jarvis Miller
,0,2939,316,J.T. Ibe
,0,2123,179,Sammis Reyes
,0,3679,628,Darece Roberson
,0,4264,354,Carson Williams
,0,3923,518,Joe Tryon-Shoyinka
,0,4912,654,Odafe Oweh
,0,2779,209,Greg Rousseau
,0,710,72,Eric Stokes
,0,3304,251,Payton Turner
,0,4917,508,Greg Newsome
,0,3035,312,Caleb Farley
,0,3176,239,Kwity Paye
,0,5212,690,Jamin Davis
,0,2181,296,Jaelan Phillips
,0,1945,268,Zaven Collins
,0,2700,358,Micah Parsons
,0,1711,178,Pat Surtain
,0,4740,493,Jaycee Horn
,0,4122,320,Boogie Basham
,0,3012,395,Pete Werner
,0,275,33,Nick Bolton
,0,1645,125,Dayo Odeyingbo
,0,1287,163,Jeremiah Owusu-Koramoah
,0,4889,652,Azeez Ojulari
,0,2610,267,Asante Samuel
,0,2256,230,Kelvin Joseph
,0,2859,311,Tre'von Moehrig
,0,623,56,Levi Onwuzurike
,0,4380,457,Richie Grant
,0,661,48,Christian Barmore
,0,3087,332,Jevon Holland
,0,3432,363,Tyson Campbell
,0,3211,336,Aaron Robinson
,0,1336,141,Paulson Adebo
,0,1659,297,Joshua Palmer
,0,851,87,Benjamin St-Juste
,0,559,67,Ernest Jones
,0,2145,291,Chazz Surratt
,0,4332,333,Pat Jones
,0,2972,223,Malcolm Koonce
,0,3351,439,Divine Deablo
,0,1057,86,Joseph Ossai
,0,78,3,Alim McNeill
,0,3192,332,Ifeatu Melifonwu
,0,3925,520,Baron Browning
,0,2005,205,Elijah Molden
,0,3688,487,Monty Rice
,0,3189,348,Brandon Stephens
,0,1624,168,Ambry Thomas
,0,3628,387,Nahshon Wright
,0,4388,582,Ronnie Perkins
,0,1542,120,Chauncey Golston
,0,3938,335,Tommy Tremble
,0,3929,298,Osa Odighizuwa
,0,4541,335,Milton Williams
,0,2741,297,Andre Cisco
,0,5150,387,Joshua Kaindoh
,0,3112,338,Tyree Gillespie
,0,3667,625,Jacob Harris
,0,698,90,Buddy Johnson
,0,1205,127,Tre Brown
,0,4011,435,Marco Wilson
,0,5082,671,Rashad Weaver
,0,5171,390,Janarius Robinson
,0,4030,300,Tommy Togiai
,0,2147,239,Robert Rochell
,0,4840,850,Jaelon Darden
,0,1134,120,Camryn Bynum
,0,184,13,John Bates
,0,2497,251,Zech McPhearson
,0,4146,308,Tyler Shelvin
,0,7,1,Jordan Smith
,0,2172,189,Kene Nwangwu
,0,4977,661,Chris Rumph
,0,5078,378,Bobby Brown
,0,5062,668,Elerson Smith
,0,1341,173,Jabril Cox
,0,3658,480,Derrick Barnes
,0,1349,111,Cam Sample
,0,3535,603,Dez Fitzpatrick
,0,1814,185,Darren Hall
,0,4838,358,Jay Tufele
,0,3122,408,Justin Hilliard
,0,628,51,Josh Pederson
,0,3602,309,Bruno Labelle
,0,2948,262,Cary Angeline
,0,3409,360,Lorenzo Burns
,0,1094,89,Eli Howard
,0,5223,692,Kobe Jones
,0,100,14,Caleb Huntley
,0,4687,630,Alani Pututau
,0,1513,269,Antonio Nunn
,0,2890,312,Marcus Murphy
,0,4393,772,Austin Trammell
,0,3917,406,Dwayne Johnson
,0,1121,118,JR Pace
,0,1175,146,Grant Stuard
,0,1843,332,Dax Milne
,0,3516,600,Kawaan Baker
,0,3329,256,Marquiss Spencer
,0,3522,371,Chris Wilcox
,0,69,6,Khyiris Tonga
,0,2031,356,Ben Skowronek
,0,4710,356,Shaka Toney
,0,3198,349,Tre Norwood
,0,4087,422,James Wiggins
,0,3564,382,Mark Webb
,0,2950,219,Will Bradley-King
,0,4016,529,Jonathon Cooper
,0,3269,346,Kary Vincent
,0,1259,103,Wyatt Hubert
,0,5122,678,Patrick Johnson
,0,3446,297,Jake Funk
,0,1736,111,Phil Hoskins
,0,1478,176,Thomas Graham
,0,4954,508,Israel Mukuamu
,0,685,88,JaCoby Stevens
,0,4136,445,Tay Gowan
,0,5237,694,Isaiah McDuffie
,0,186,20,Quincy Roche
,0,2130,234,Brady Breeze
,0,4543,478,Rachad Wildgoose
,0,5154,534,Damar Hamlin
,0,1371,180,Victor Dimukeje
,0,2439,415,Jalen Camp
,0,4396,328,Jonathan Marshall
,0,2048,361,Racey McMath
,0,4953,427,Chris Evans
,0,5215,536,Rodarius Williams
,0,3546,374,Brandin Echols
,0,2224,159,Jaylen Twyman
,0,1984,137,Roy Lopez
,0,3860,290,Quinton Bohanna
,0,2272,170,Tarron Jackson
,0,4749,351,Marlon Tuipulotu
,0,2257,252,Joshuah Bledsoe
,0,4247,565,Hamsah Nasirildeen
,0,1145,143,Nick Niemann
,0,93,1,Ben Mason
,0,569,54,Avery Williams
,0,25,5,Adetokunbo Ogundeji
,0,1221,133,Talanoa Hufanga
,0,4552,805,Simi Fehoko
,0,832,90,Shemar Jean-Charles
,0,3861,508,Cameron McGrone
,0,4051,533,K.J. Britt
,0,4801,500,Jason Pinnock
,0,4913,367,Earnest Brown
,0,2751,206,T.J. Slaton
,0,1183,126,Deommodore Lenoir
,0,1789,243,Daelin Hayes
,0,1334,171,Garret Wallow
,0,4638,482,Richard LeCounte
,0,5281,546,Nate Hobbs
,0,4267,454,Keith Taylor
,0,4215,435,Shawn Davis
,0,2137,236,Jamar Johnson
,0,3521,379,Darrick Forrest
,0,5101,437,Noah Gray
,0,2583,263,Shaun Wade
,0,1752,116,Daviyon Nixon
,0,4013,309,Isaiahh Loudermilk
,0,2864,293,Michael Carter
,0,4293,572,Tony Fields
,0,4261,441,Caden Sterns
,0,4386,92,Evan McPherson
,0,4255,315,Ta'Quon Graham
,0,4209,558,Jamien Sherwood
,0,4482,379,Luke Farrell
,0,3603,385,Dionte Ruffin
,0,4231,563,Sam Kamara
,0,3305,252,Thomas Schaffer
,0,5211,689,Caleb Johnson
,0,2968,264,Scooter Harrington
,0,4664,625,Charles Snowden
,0,1961,149,Justus Reed
,0,4909,59,Tory Carter
,0,4876,361,Naquan Jones
,0,4254,353,Miller Forristall
,0,954,24,Blake Haubeil
,0,4663,624,Anthony Hines
,0,4557,394,Brenden Knox
,0,2088,175,Nick Eubanks
,0,4234,743,Osirus Mitchell
,0,5198,906,T.J. Vasher
,0,5049,435,JaQuan Hardy
,0,448,36,Artayvious Lynn
,0,490,90,Brandon Smith
,0,1276,82,Austin Faoliu
,0,3727,324,Spencer Brown
,0,166,4,Mason Stokke
,0,2694,356,Paddy Fisher
,0,4630,823,Jeremiah Haydel
,0,1807,117,Michael Dwumfour
,0,2255,165,Hamilcar Rashed
,0,1893,258,Milo Eifler
,0,343,28,Jack Heflin
,0,5326,551,Christian Uphoff
,0,2111,285,Carlo Kemp
,0,3036,516,Bailey Gaither
,0,37,3,D'Angelo Amos
,0,1670,223,Tavante Beckett
,0,4777,497,Jerry Jacobs
,0,330,67,Javon McKinley
,0,2396,208,Brock Wright
,0,991,107,A.J. Parker
,0,3543,305,Dedrick Mills
,0,516,61,Lamont Wade
,0,1663,173,Mac McCain
,0,2510,277,Donovan Stiner
,0,3291,139,Roland Rivers
,0,2215,224,Shakur Brown
,0,2516,428,Isaiah McKoy
,0,4096,543,Jamar Watson
,0,3031,515,Rico Bussey
,0,436,52,Calvin Bundage
,0,1132,87,Briley Moore
,0,2030,173,Stevie Scott
,0,4970,425,Dylan Soehner
,0,2325,235,Bryce Thompson
,0,1467,174,Eric Burrell
,0,1366,145,Lawrence Woods
,0,3261,344,Trill Williams
,0,426,49,Shaq Smith
,0,1626,195,Jovan Grant
,0,2782,468,Landen Akers
,0,1325,151,Paris Ford
,0,5329,466,A.J. Rose
,0,3381,258,Jordon Scott
,0,2688,354,Tuf Borland
,0,2161,294,Christian Elliss
,0,48,2,Riley Patterson
,0,2157,218,Jaytlin Askew
,0,3167,239,Jerome Johnson
,0,5344,458,Carl Tucker
,0,4678,353,Raymond Johnson
,0,3594,278,Forrest Merrill
,0,4785,98,Alex Kessman
,0,4717,348,Jared Goldwire
,0,1836,329,Eli Stove
,0,3014,396,Amen Ogbongbemiga
,0,5209,444,Hunter Kampmoyer
,0,2131,235,Ben DeLuca
,0,900,83,Nick Ralston
,0,1428,170,Tyler Coyle
,0,531,40,Zach Davidson
,0,5225,909,Mike Strachan
,0,22,4,Chris Garrett
,0,3542,305,Jack Stoll
,0,4309,332,JaQuan Bailey
,0,2606,445,Trevon Grimes
,0,2687,233,B.J. Emmons
,0,4210,559,Elijah Sullivan
,0,3232,339,Bryan Mills
,0,2060,366,Connor Wedington
,0,4605,816,Cade Johnson
,0,4767,638,Jon Rhattigan
,0,4415,458,Augie Contressa
,0,3731,640,T.J. Simmons
,0,1607,38,Jose Borregales
,0,4633,617,Elijah Ponder
,0,5213,691,Leighton McCarthy
,0,978,105,Cameron Kinley
,0,5131,533,Lawrence White
,0,3649,281,Xavier Kelly
,0,5240,542,Ar'Darius Washington
,0,1277,98,Tony Poljan
,0,5071,525,Nick McCloud
,0,728,78,Tariq Thompson
,0,4399,466,Olaijah Griffin
,0,2605,444,Tre Walker
,0,2813,41,John Raine
,0,3282,248,Zac Dawe
,0,1610,214,Dorian Etheridge
,0,2706,110,Collin Hill
,0,272,18,Pro Wells
,0,3705,396,Antonio Phillips
,0,2814,211,Darius Hodge
,0,1408,250,Riley Lees
,0,2628,452,DJ Turner
,0,4109,359,Garrett Groshek
,0,2343,167,Darius Stills
,0,1401,106,Matt Bushman
,0,2983,253,Trey Ragas
,0,1272,136,TJ Morrison
,0,465,55,Max Richardson
,0,2395,413,Dillon Stoner
,0,3750,492,Riley Cole
,0,1243,138,Marlon Character
,0,843,86,Zayne Anderson
,0,1116,92,Malik Herring
,0,2885,126,Shane Buechele
,0,1504,180,DiCaprio Bootle
,0,2769,301,Devon Key
,0,1615,288,Tarik Black
,0,3680,485,Isaiah Kaufusi
,0,2232,303,Anthony Butler
,0,4538,803,Josh Imatorbhebhe
,0,859,108,Dylan Moses
,0,5115,384,Kenny Randall
,0,4387,463,DJ Daniel
,0,5330,550,Corey Straughter
,0,3815,656,Tim Jones
,0,1964,161,Shaun Beyer
,0,1735,310,Devontres Dukes
,0,3893,514,Curtis Robinson
,0,684,126,Branden Mack
,0,5063,669,Andre Mintze
,0,5156,61,Adam Prentice
,0,2298,197,Landon Rice
,0,1458,129,Tre Harbison
,0,3400,264,Romeo McKnight
,0,358,30,Marvin Wilson
,0,5257,542,Emmanuel Rugamba
,0,2050,208,Kiondre Thomas
,0,2715,359,Aaron Donkor
,0,1608,124,Bernhard Seikovits
,0,64,4,Zeandae Johnson
,0,1942,127,Josiah Bronson
,0,158,11,Nick Guggemos
,0,592,48,Jibri Blount
,0,2573,54,Quinn Nordin
,0,822,64,Shane Zylstra
,0,1519,35,Chris Naggar
,0,322,35,Jordyn Peters
,0,4806,497,Isaiah Dunn
,0,2481,335,Brendon White
,0,961,104,Shaun Crawford
,0,4891,505,Jaylon McClain-Sapp
,0,2937,315,Deuce Wallace
,0,3200,242,Lorenzo Neal
,0,2104,183,Josh Johnson
,0,1841,331,Donte Sylencieux
,0,4734,350,Daniel Archibong
,0,2404,51,Brian Johnson
,0,3103,59,Jake Verity
,0,2471,102,Kenji Bahar
,0,17,3,Nate McCrary
,0,496,62,Barrington Wade
,0,2554,225,Jake Hausmann
,0,839,59,George Silvanic
,0,1457,192,Max Roberts
,0,438,52,Troy Warner
,0,4858,365,Jovan Swann
,0,4050,707,C.J. Saunders
,0,5001,883,Travis Toivonen
,0,702,49,Willie Yarbary
,0,5340,457,Matt Seybert
,0,2317,312,Damon Lloyd
,0,3389,577,Michael Bandy
,0,3530,304,Otis Anderson
,0,3637,389,Brontae Harris
,0,3397,365,Aashari Crosswell
,0,1136,77,Jarrod Hewitt
,0,5199,534,Mark Gilbert
,0,492,44,Mekhi Sargent
,0,3271,138,K.J. Costello
,0,3724,317,Kalif Jackson
,0,2092,176,Sal Cannella
,0,4008,339,Daniel Crawford
,0,4367,336,J.T. Jones
,0,4938,425,Corey Taylor
,0,1162,123,KJ Sails
,0,1682,130,Michael Jacobson
,0,4384,369,Graham Adomitis
,0,4649,620,Lakiem Williams
,0,4990,514,Dominique Martin
,0,2677,353,Alex Tchangam
,0,3326,435,Blake Gallagher
,0,1640,128,Mark Vital
,0,775,62,DeShon Williams
,0,1495,56,Ryan Willis
,0,3452,370,Dee Alford
,0,2285,194,Brayden Lenius
,0,3772,320,Nikola Kalinic
,0,4498,796,DeVonte Dedmon
,0,4494,381,Jake Ferguson
,0,4945,423,Cade Otton
,0,2825,475,Drake London
,0,1239,225,Erik Ezukanma
,0,4873,417,Jalen Wydermyer
,0,5166,450,Pierre Strong
,0,4375,769,Jalen Tolbert
,0,2879,488,David Bell
,0,5053,889,Jahan Dotson
,0,1082,101,Jerrion Ealy
,0,1612,287,Romeo Doubs
,0,1032,97,Zonovan Knight
,0,1611,142,Hassan Haskins
,0,4394,773,Calvin Austin
,0,1120,202,Wan'Dale Robinson
,0,981,73,Charlie Kolar
,0,2229,194,Dameon Pierce
,0,3359,291,Trey McBride
,0,4423,373,Isaiah Likely
,0,3779,332,Tyler Allgeier
,0,5107,895,Khalil Shakir
,0,3942,684,Treylon Burks
,0,5013,432,Rachaad White
,0,3954,687,George Pickens
,0,5066,437,James Cook
,0,577,56,Zamir White
,0,751,133,Justyn Ross
,0,3350,570,Alec Pierce
,0,3615,312,Jerome Ford
,0,1236,223,Chris Olave
,0,4171,348,Jeremy Ruckert
,0,3915,680,Garrett Wilson
,0,4613,818,John Metchie
,0,2589,440,Jameson Williams
,0,850,78,Master Teague
,0,1614,143,Kyren Williams
,0,2326,198,Kenneth Walker
,0,3429,292,Kennedy Brooks
,0,2771,238,Isaiah Spiller
,0,4706,403,Brian Robinson
,0,221,26,Breece Hall
,0,3746,157,Bailey Zappe
,0,4089,172,Carson Strong
,0,1974,78,Desmond Ridder
,0,3520,148,Kenny Pickett
,0,1558,63,Malik Willis
,0,861,36,Sam Howell
,0,3310,140,Matt Corral
,0,151,31,Dontario Drummond
,0,4140,728,Christian Watson
,0,1064,192,Skyy Moore
,0,3926,682,Tre Turner
,0,3422,295,James Mitchell
,0,3224,554,Kyle Philips
,0,1166,91,Greg Dulcich
,0,2208,193,ZaQuandre White
,0,4405,383,Kevin Harris
,0,220,42,Reggie Roberson
,0,371,76,Danny Gray
,0,4397,370,Grant Calcaterra
,0,609,110,Braylon Sanders
,0,3946,345,Snoop Conner
,0,4276,749,Jalen Nailor
,0,2340,202,Connor Heyward
,0,4522,384,Chase Allen
,0,2413,98,Brock Purdy
,0,2982,252,D'Vonte Price
,0,664,122,Johnny Johnson
,0,3882,673,Devon Williams
,0,1851,160,CJ Verdell
,0,94,18,Tyquan Thornton
,0,3569,310,Trestan Ebner
,0,2634,228,Abram Smith
,0,916,166,Slade Bolden
,0,2044,170,Curtis Hodges
,0,1148,46,E.J. Perry
,0,5052,436,Jashaun Corbin
,0,1986,170,Ronnie Rivers
,0,857,157,Ty Fryfogle
,0,3802,323,Peyton Hendershot
,0,4197,737,Charleston Rambo
,0,615,22,D'Eriq King
,0,940,169,Kevin Austin
,0,2196,88,Jack Coan
,0,1393,247,Michael Woods
,0,4169,347,Jeremiah Hall
,0,1480,264,Bo Melton
,0,4502,390,Isiah Pacheco
,0,3827,161,Skylar Thompson
,0,2871,246,Tyler Goodson
,0,3878,338,Tyler Badie
,0,2113,374,Makai Polk
,0,542,41,Chigoziem Okonkwo
,0,4135,361,Tyrion Davis-Price
,0,2848,124,Dustin Crum
,0,4894,860,Dai'Jean Dixon
,0,594,49,Cole Turner
,0,2565,226,Austin Allen
,0,1868,164,Leddie Brown
,0,4029,353,Max Borghi
,0,1850,152,Jelani Woods
,0,3219,277,Sincere McCormick
,0,3038,261,Keaontay Ingram
,0,1153,205,Josh Johnson
,0,3745,642,Velus Jones
,0,2124,86,Cole Kelley
,0,3866,329,Daniel Bellinger
,0,3981,349,Greg Bell
,0,3248,282,Teagan Quitoriano
,0,1548,134,Jaylen Warren
,0,1544,277,Isaiah Weston
,0,1541,133,Ty Chandler
,0,3239,558,Jaquarii Roberson
,0,3111,269,Mataeo Durant
,0,1455,261,Jaivon Heiligh
,0,1066,193,Samori Toure
,0,4617,820,Jerreth Sterns
,0,2485,424,Emeka Emezie
,0,875,81,Ricky Person
,0,3462,298,BJ Baylor
,0,5143,238,Anthony Brown
,0,713,68,Shermari Jones
,0,2206,192,DeAndre Torrey
,0,4942,422,Derrick Deese
,0,2807,240,Bryant Koback
,0,2597,230,Gerrit Prince
,0,3581,609,Kalil Pimpleton
,0,1118,84,Lucas Krull
,0,2803,471,Tay Martin
,0,4489,794,Calvin Jackson
,0,3863,665,Travell Harris
,0,3692,631,Deven Thompkins
,0,3775,331,Julius Chestnut
,0,924,87,Raheem Blackshear
,0,3449,64,Cade York
,0,4510,93,Cameron Dicker
,0,4043,80,Gabe Brkic
,0,1896,222,Jack Jones
,0,3640,73,D.J. Davidson
,0,4508,601,Darien Butler
,0,3020,325,Chase Lucas
,0,336,41,Travon Walker
,0,3485,454,Quay Walker
,0,2099,283,Nakobe Dean
,0,4312,447,Lewis Cine
,0,3065,58,Jordan Davis
,0,2746,52,Devonte Wyatt
,0,4200,434,Derion Kendrick
,0,4068,538,Channing Tindall
,0,948,16,Phidarian Mathis
,0,4196,86,LaBryan Ray
,0,3235,351,Josh Jobe
,0,394,46,Jalyn Armour-Davis
,0,5169,683,Christopher Allen
,0,4925,657,Christian Harris
,0,4903,100,Perrion Winfrey
,0,2148,292,Nik Bonitto
,0,145,1,Isaiah Thomas
,0,244,26,Delarrin Turner-Yell
,0,1570,208,Brian Asamoah
,0,3146,342,Vincent Gray
,0,3687,486,Josh Ross
,0,2749,299,Dax Hill
,0,3202,64,David Ojabo
,0,2721,51,Christopher Hinton
,0,1656,31,Aidan Hutchinson
,0,1810,212,Sauce Gardner
,0,4837,99,Myjai Sanders
,0,3089,406,Darrian Beavers
,0,923,96,Coby Bryant
,0,2175,244,Bryan Cook
,0,4153,85,Zach Carter
,0,5113,530,Kaiir Elam
,0,4751,636,Jeremiah Moon
,0,355,41,Mario Goodrich
,0,2767,368,Baylon Spector
,0,2421,269,Andrew Booth
,0,736,92,Zakoby McClain
